Tweet,Stance
Why do we think we can outsmart #satan when he has been at it for over thousands of years? #scotus #marriage #isis #LoveWins #SemST,NONE
Equal rights for all @SCOTUS? Except for the unborn?? #ycot #overturnRoe #SemST,AGAINST
Today the proverbial straw broke the back of America It's just a matter of time We've gone too far... #LoveWins #SemST,NONE
"Abstinence spokesmodel and brawler, Bristol Palin is pregnant and not at all happy about it. Poor little rich girl! #Hypocrite #SemST",NONE
If you want #Equality then let ALL the babies live!! #SemST,AGAINST
"Because as long as we're ending innocent lives, love has won nothing. #SemST",AGAINST
It's a good day to be alive :) everyone deserves to have the choice to marry the person they love! #LoveWins #EqualityForAll #SemST,NONE
"@ErikLoomis You're a historian? Of what , malice? Your hatred of her child is astonishing. #palin #SemST",NONE
Forced reproduction is a human rights violation. #feminism #abortionrights #SemST,FAVOR
WORLDWIDE R.E. Agents! - Support a ProLife Group (U-choose) at NoCost ProLifeRealEstate@Yahoo.com #SemST,AGAINST
"I feel the greatest destroyer of peace today is 'Abortion',... Mother Teresa #SemST",AGAINST
"@nytimes Thanks to anti-choicers, women dealing with this may also face prosecution. #SemST",FAVOR
"When you abort a baby, you don't just abort one person ...you abort generations. #SemST",AGAINST
"Abortion is on the wrong side of history: healers, inventors, artists, your wife, your husband, your best friend, all eliminated. #SemST",AGAINST
Spent the WHOLE day on my highlight film from my Israel trip...I'll post the link and Instagram the link to it  #ballislife #SemST,NONE
if it wasn't for harry all my favorite characters would still be alive #SemST,NONE
@CrimsonHotMess don't need your input but thanks. #womanschoice #controlyourownbody #SemST,FAVOR
I wonder if America will like focus on real issues now #starvingchildren #abuse #nationaldebt #terrorism #SemST,NONE
"Is #America still ""One Nation Under God"" #violence #racism #samesex #LustWins #populationcontrol #hate #atheism #Secularism #SemST",AGAINST
RT @AdvocatesOfLife: RT @ProLifeYouth Adopting a child shouldn't cost more than aborting one.   #adoptionclini... #SemST,AGAINST
On my bday I'm always so grateful to my bio parents who gave me up for #adoption #nochoiceisevereasy #SemST,AGAINST
That's like being into cannibalism but against abortion.comparing being against eggs but loving chicken. #cannibalism #analogy #SemST,AGAINST
"@FollowFIDF The Gods #Law, the #Truth, is being #supressed! They thing they are eternal! #gaymarriage #LoveWins #SemST",NONE
"if we can accept that a mother can kill even her own child, how can we tell other people not to kill one another?  #SemST",AGAINST
How much do we really believe in equal rights for all mankind? #unborn #LoveWins #followthrough #SCOTUS #roevwade #science #SemST,AGAINST
Thanks @Jeffrey_Addison  Kudos to @VolvoCarsAus for caring about the safety of unborn children #auspol #SemST,AGAINST
There's an undeniable inverse correlation between women's right to choose and crime rates #womensrights #SemST,FAVOR
@vandergraafly Keep up the good work! They are nutters #SemST,NONE
Great college training in Stevens Point today!gen #WRTLCollege #SemST,NONE
@j6fras same but I got hated for it. #progod #progun #SemST,NONE
#Humans have taken over the role of #God - #RachelDolezal #CaitlynJenner #SCOTUSMarriage #SemST,AGAINST
Off to the #clinic this morning. 2015 and we still have to chase away anti-choice nutters harassing our patients. #SemST,FAVOR
@Catniptwoshoes @hoursofChaos @bindelj if men could get pregnant things would change pretty quickly! #BackOff #SemST,FAVOR
#SoProLife they want to force Texans to carry pregnancies that WON'T EVEN PRODUCE LIFE. #SemST,FAVOR
"HOW COULD I DIE BEFORE EVEN I BORN,TO YOU I AM JUST TINY LITTLE THING THAT DOESN'T MATTER #SemST",AGAINST
RT @ProLifeYouth: #SCOTUS says they support equality for all. Well what about equality for the unborn?  #SemST,AGAINST
"Manipulation, Disguise, & Evil is always seen by the out-come. The Ugly Doors of Satan appear in all forms when it's Fake Love. #SemST",NONE
"RT @ORConservative: @POTUS @Pontifex Everybody but the unborn, right? #SemST",AGAINST
In church for a Pro-life meeting. I will be the voice for the unborn. #SaveTheBabiesBumpThemAnimals #GodIsLoveSoLoveWins!! #SemST,AGAINST
We're at a moment where we need the kind of intergenerational dialogue that RBG brings @irin  @AspenInstitute Spotlight:Health #SemST,NONE
@KC_Football_Guy I am all for focusing on things that matter. #ISIS #Racism #Immigration #ChiefsKingdom #SemST,NONE
The day that love will truly win is the day that the injustice known as abortion is abolished. #AllLivesMatter #SemST,AGAINST
I'm so glad this is Not My Home! #NMH #SCOTUSMarriage #ACA #SemST,NONE
Ever notice how ppl like Cruz  who say they love the Constitution  are always the ones who want to change it? #ACA #GayMarriage #SemST,NONE
We are people who believe every child is entitled to life and liberty.... -@BarackObama  Yet abortion is still legal. #SemST,AGAINST
Good reminder that over 57 million children have never been granted the opportunity to share the air we breath. #Equality #SemST,AGAINST
@MeghanMcCain so because #SCOTUS ruled fors you think everyone just threw their hands up and supported #LoveWins #SemST,NONE
@TheReadClub He who wears the shoes knows where it hurts but I'm Pro-life. #TheReadClub #SemST,AGAINST
@bethanyshondark do you mean Bristol? She was just being honest about her feelings - many can relate - hope they choose life too! #SemST,AGAINST
@prolife_wife Yup. The women in the womb are as precious as those who are outside of it. #ProLifeYouth #AllLivesMatter #SemST,AGAINST
"Size,Level of development, Environment,Degree of dependency do not affect a human's value. . A fetus is a human being #ProLifeYouth #SemST",AGAINST
A nation that kills its own children is a nation without hope. -Pope Saint John Paul II #ProLifeYouth #AllLivesMatter #SemST,AGAINST
"#Abstinence proponent #BristolPalin, pregnant with second child, conceives of #humility.  #MirthControl #BirthControl #SemST",NONE
"Your life, your body, your choice.  #womenshealth #womensrights #SemST",FAVOR
@k8write95: 1/3 of my generation is missing. And it can't be changed. But we can change the future.   #ProLifeYouth #SemST,AGAINST
"@CandiesOrg Oops she did it again Bristol is PREGNANT. Candies is a waste.  U paid her 400,000 for WHAT? PPL Send ur $ to #SemST",NONE
"Bristol Palin doesn't want any lectures, you guys. That's her job. #hypocrisy #15minutes #SemST",NONE
RT @Esmerald_Kiczek: Children are the greatest blessing which God has bestowed on man and woman. -Pope Francis #SemST,AGAINST
"My body, my life. You fuck it up in a way I'm not prepared for and I will kill you. #SemST",FAVOR
"'Cursed be anyone who takes a bribe to shed innocent blood.' And all the people shall say, 'Amen.'  Deuteronomy 27:25 #dropsmic #SemST",AGAINST
"Messed up: Being outraged that it's legal to distribute images of abortion, but being fine with abortion being legal. #No2Trudeau #SemST",AGAINST
@crazygranny56 More #blacks killed by abortion than during #slavery #ConfederateFlag #SemST,AGAINST
"Equal rights for those 'born that way', no rights for those not yet born. #LiberalLogic #liberalism #life #SemST",AGAINST
A nation that kills it's own children is a nation without hope. -Pope Saint John Paul II #ProLifeYouth #AllLivesMatter #SemST,AGAINST
"@kfadich Every sperm is apparently sacred, and entitled to use of someone's body. #rapeculture #worstargumentever #SemST",FAVOR
#ProLifeYouth if you are truly a feminist you would be fighting for the woman's life that is in the womb. #AllLivesMatter #SemST,AGAINST
I can tell women what to do with their bodies  #ThingsYouDontSayAsAPolitician #SemST,AGAINST
Why are we all here? Because all of our mothers granted us the gift of life and did not abort us. All life has value. #ProLifeYouth #SemST,AGAINST
"Canada's legal definition of ""human being"" is based on 17th century science. It's time for an update. #ProLifeYouth #cdnpoli #SemST",AGAINST
"Why is bacteria considered life on Mars, but a heartbeat is not considered life on earth? #heartbeat #SemST",AGAINST
"@umich Unjustified homicide should ALWAYS be illegal, including #ProlifeYouth #SemST",AGAINST
#ProLifeYouth know that human life in the womb is as valuable as human life outside the womb. #SemST,AGAINST
The world is waking up to the fact that killing babies is wrong. No matter what. #ProLifeYouth #SemST,AGAINST
"@LogicOfLife7 I don't confuse ""right to life"" with 'right-to-use-someone's-body-without-consent'. Do you? #rapeculture #SemST",FAVOR
@mikeboydprice @Jake_Witmer @ProLifeLiberty Where did we get that right? When did we get that right- at conception? #antichoice #SemST,AGAINST
@LogicOfLife7 I don't think I have a right to use someone else's body without consent. Do you? #rapeculture #SemST,FAVOR
"@LogicOfLife7 No one is advocating ""punishment"". Would you force ppl to give birth against their wills? #rapeculture #SemST",FAVOR
"@LogicOfLife7 Premise is wrong. Nothing on earth has a ""right"" to use someone's body w/out consent. #rapeculture #SemST",FAVOR
@UCBerkeley No Such Thing As An Unforced #ProlifeYouth #SemST,AGAINST
In Ireland the unborn child has constitutional protection. Long may this continued.Youth #SemST,AGAINST
"#ProLifeYouth have no chill, and we're dang proud of it. Human rights injustices should never be treated lightly. #prolifegen #SemST",AGAINST
Dear #BristolPalin. STOP. Just FUCKING STOP. You have choices. It's called #abortion. Take it or leave it but quit whining. #fem2 #SemST,FAVOR
Girls don't want boys. Girls want #SemST,NONE
"If we ever forget we're one Nation under GOD, then we will be a Nation gone under. #Reagan #Christian #2A #DogLover #Conservative #SemST",NONE
No ones fenna die from this heat on my watch. #SemST,NONE
@_hannahwilhoit @paigem32 I'm done with the convo. But before I go. #SemST,NONE
Ok now how about we handle up on something just a little more important.....like MURDER   #SemST,AGAINST
@WhiteHouse  @POTUS All children except the millions that have been aborted #everylifematters #SemST,AGAINST
"Why do you cry when a dog dies in a movie, but it doesn't seem to phase you that so many babies die because of abortion?  #SemST",AGAINST
"@GregAbbott_TX when did God define anything? Right, you are just a bigot trying to stick to your closed-minded agenda. #bigot #SemST",NONE
It's so brilliant that #lovewins - now extend the equality to women's rights #abortionrights #SemST,FAVOR
If it's getting old maybe you should stop calling embryos & fetuses babies. #SemST,FAVOR
Can we get a law for the little ones who can't even speak for themselves? #ProLifeYouth #EVERYLIFEMATTERS #gay #straight #baby #SemST,AGAINST
@POTUS if every child matters regardless of skin color? why do we as a nation continuously keep aborting them? #AllLivesMatter #SemST,AGAINST
Now we just need to give women everywhere their rightful choice #SemST,FAVOR
"Selfish men everywhere: ""#BirthControlHelpedMe cheat on my wife! But she found out anyway & our marriage was destroyed. #SemST",NONE
"We say God bless America but we kill 4,000 babies a year. #SemST",AGAINST
So can unborn children have rights now? #SemST,AGAINST
"It's great that same-sex marriage has been made legal, but how long will it take to make abortion illegal? #SemST",AGAINST
Since now the LGBT community received equal rights now it's time to give equal rights to the unborn community! #SemST,AGAINST
Just owned a woman who works for planned parenthood. #factsonly #SemST,AGAINST
I refuse 2comply w/Bad laws. Just Because #SCOTUS forced laws on us does NOT make them right. They force bad laws on us: #SemST,NONE
Woah the hashtag puts the rainbow heart itself there that's weird #butimnotgay #SemST,NONE
Today catch me at @TJBballCamp  basketball camp.... #work #youthbuilding #thejourney42 #SemST,NONE
"you have to live with that murder I am speechless with rage , hurt and complete disgust.Finding it V.hard to hold my tongue here #SemST",AGAINST
@AnnaLoMLA one step forward in the right direction #SemST,NONE
All babies are a blessing @BristolsBlog  thank you for loving what you been preaching #SemST,AGAINST
Undergirding every important issue today is this:  what is truth?  #marriage #racism #gender #SemST,NONE
Good Friday morning #patriots. Make it ur best one ever. #Smile all day long. #LNYHBT #RescuePets #SOT #SOV #NeverGiveUp #SemST,NONE
"#SCOTUS decision on homosex'lity-based ""marriage"" carries as much moral authority as its past decision on Roe v. Wade: #Anti-Truth #SemST",AGAINST
"Dear #SCOTUS, now that you deemed it constitutional to ""defend the rights of ALL people,"" can we get a ruling to abolish abortion? #SemST",AGAINST
Woe to those who call evil good & good evil. Isaiah 5:20 #SCOTUSMarriage #SemST,NONE
"How can I continue to say ""God bless America"" when this country continues to approve and glorify things in opposition to Him? #SSM #SemST",AGAINST
"@BristolsBlog second out of wedlock pregnancy and you don't want a lecture, you just want to give them? STUNNNG. #SemST",NONE
RT @StMotherTheresa: ...anything that destroys God's gift of motherhood destroys His most precious gift to women #motherteresa #SemST,AGAINST
"Well now that marriage is out of the way we can focus on abolishing abortion, stoping the murders of unborn children #SemST",AGAINST
"Hey, #BristolPalin, when Alaska asked you to promote ""wide open spaces,"" pretty sure they were talking about the state. #SemST",NONE
"on a side note, just because you think smtg is wrong, doesn't mean everyone else  have to live accd to your beliefs.. ^^ #SemST",NONE
"Life Fact: At just 9 weeks into a pregnancy, a baby begins to sigh and yawn. #LifeFact #SemST",AGAINST
Mzwakhe mbuli says doctors & nurses are paid assassins.. they kill unborn babies & give it a fancy name #SemST,AGAINST
People aren't 'pro-life' they're 'pro-birth'. When a mother can't provide what happens then? #SemST,FAVOR
What is it that makes the human race behave in an undignified way to gain attention? #furgison #prideparade #potus #isis #lgbt #SemST,NONE
Murdering an unborn child is the crudest form of contraception! #Catholic #Christian #Conservative #feminist #SemST,AGAINST
Don't see the big deal about all this #SemST,AGAINST
"In so many ways, to so many people around the world, America really IS the ""Great Satan"" #GayMarriage #Drugs #WakeUpAmerica #SemST",AGAINST
@helenantanova Turning it into a racial thing kek #SemST,AGAINST
@StevenErtelt @GM_GXPfan My wife had an abortion when she was young She regrets it to this day #SemST,AGAINST
@KarrattiPaul @chooseliferacer And gov't $ should never go to the largest corporation that murders little babies. Defund #SemST,AGAINST
"Im against abortion & i stand by my opinion. No, its NOT just a mass of cells. #SemST",AGAINST
How the fuNk is Chris Christy a Republican? Oh Yeah hes a RINO #1A #2A #NRA #COS #CCOT #TGDN #PJNET  #WAKEUPAMERICA #SemST,AGAINST
The HHS contraceptive mandate has been challenged in #SCOUTS 6 times and has lost 6 times.      #contraception #SemST,AGAINST
"If men could get pregnant, abortion clinics would be like Starbucks #SemST",AGAINST
"In #scotus majority opinion, substitute abortion for capital punishment, and you have the opinion for the Texas clinic case. #SemST",AGAINST
@DarkTechMonitor @Colonel_Ted @chrisgeidner Ginsburg already supports the death penalty..i.e. #SemST,AGAINST
Abortion is not contraception. Contraception is about preventing pregnancy. Abortion is terminating a life.  #CCOT #SemST,AGAINST
@UberFacts because that 9% utilized that wonderful gift of choice (#proChoice). #SemST,AGAINST
Abortion IS NOT a political issue it is a MORAL issue. #Catholic #Christian #Conservative #SemST,AGAINST
U.S. Fed law does nothing to prevent killing of pre-born children even up til sec of birth or seriously address root causes of #SemST,AGAINST
We are thrilled to announce that we will be opening a satellite office!  We'll be right across the street from #ASU !  #SemST,AGAINST
Demand the Senate vote to ban painful late-term abortions. Use your voice to help hold the Senate accountable. #bluemoon #SemST,AGAINST
The Constitution of Kenya 2010 is clear that abortion on demand is illegal.  #FIDA #SemST,AGAINST
"What a great 7 days to be an American, especially a Texan. #SCOTUS  #LoveWins #Obamacare  #SemST",FAVOR
@FoxNews @BristolsBlog Not possible. #BristolPalin doesn't believe in #SemST,NONE
So prolifers are against health rights? #SemST,FAVOR
They know what's best for their safety. #SemST,FAVOR
Do you know anything about the right of bodily autonomy? Describe it then if you don't think the fetus takes it away from her  #SemST,FAVOR
SCOTUS has caused more repression and racism in this nation that any other group of people in America. #DredScott #Marriage #SemST,NONE
"If 'tis not human beings in the womb, how do we harvest and transplant their organs onto human beings? #SemST",AGAINST
"Breda O'Brien strikes again, why can't people just allow the woman who is carrying the 'child' to make her own decisions #Amnesty #SemST",FAVOR
RT @Paul71: Who's yer man in the #dail talking about bullying? The only bullying was Fine Gael bullying their own members! #SemST,NONE
@sassy_gramma Good point but  Our heart starts beating 22 days after conception we are alive at conception. #SemST,AGAINST
"A pregnancy, planned or unplanned, brings spouses,families & everyone closer to each other. #Life is beautiful! #USA #SemST",AGAINST
Gets rid of a daughter and pretends she never existed. #ParentTrapPlot or #SemST,AGAINST
@wendydavis Pray?? You want me to PRAY that abortions and dangerous facilities remain unchecked?? #facepalm #SemST,AGAINST
#Prolife laws kill women. Real #feminists are #prochoice. Calling us #feminazi? Because of course you have no arguments. #fem2 #SemST,AGAINST
@UberFacts because a good percent utilized that wonderful gift of choice (#proChoice). #SemST,AGAINST
@Anti_Fox_News @MannyMooncup @lexinelli @MattSears4 @FactsVsOpinion Hypocrisy: saying #LoveWins while supporting #QuitKillingGirls #SemST,NONE
I had a word with some of the antiabortion protestors. Calmer after buying bi pride colour yarn for a friend & I. Haberdashery <3 #SemST,AGAINST
"#Mozambique's new penal code takes effect on Wednesday containing several significant new elements,including #decriminalisation of #SemST",AGAINST
#PeoplesDebate Better every child born out of marriage + every mothers get #loneparents allowance than there be a single #VinB #SemST,AGAINST
There's a gray area when it comes to abortion. We discuss the #legal & #ethical #dilemmas that #doctors & #patients face regarding #SemST,AGAINST
You were alive for up to 9 months before you were bornKills #SemST,AGAINST
@mrgeology They abort millions of their possible progressives for the future. #Downfall #SemST,AGAINST
@oXGodLessXo @Canuckle_head @Atheist_Roo @atxbantamathy           /gags Dat face. #SemST,AGAINST
@notmuchelse And the unborn ARE human lives completely human & alive from conception. Abortion KILLS #SemST,AGAINST
#PeoplesDebate Juvenile hysterics from that woman. Killing babies is bodily autonomy? People dying of neglect but lets have #VinB #SemST,AGAINST
"The same people that demand gov stay out of their vaginas, demand that gov legitimize their same sex bedrooms! Curious.  #LoveWins #SemST",AGAINST
@ghhshirley Abortion Workers Charged with Manslaughter After Another Woman Dies From #SemST,AGAINST
@ghhshirley @WordfactoryQ @LeahNTorres Abortion Workers Charged with Manslaughter After Another Woman Dies From #SemST,AGAINST
"@NARAL @TIME At the same time, this decision ISN'T always a difficult one. Don't let #antichoice guilt-trip people. #SemST",AGAINST
If your agonist abortion get a vasectomy  #SemST,AGAINST
When you bring up the 50 million black babies aborted in the past 30 years people get offended... #SemST,AGAINST
"How dare you say my sexual preference is a choice, how dare you say dismembering my preborn isn't. #liberalism #SemST",AGAINST
@ghhshirley Charged with Manslaughter After Another Woman Dies From #SemST,AGAINST
everyone should have the right to make their own reproductive choices & recieve safe medical treatment without stigma. #SemST,AGAINST
RT @LisetteHasHope: Yes I will be at @theRallyforLife! Counting down to it. Looking forward to standing up for the right to life #... #SemST,AGAINST
"People go nuts on the #Onepercent, yet their fine with 0.0000023% of the population deciding their fate on #obamacare, #marriage, #SemST",AGAINST
@Esmerald_Kiczek  Rock on girl!  We all know #AbortionIsMurder.   #SemST,AGAINST
Do nothing at all unless you begin with prayer. -St Ephraem the Syrian #SemST,AGAINST
"...and said unto them, Suffer the little children to come unto me, & forbid them not: for of such is the kingdom of God. Mk 10:14 #SemST",AGAINST
coffee out the nose or down the windpipe... next time... we're going for out the nose #thoughtiwasgonnadie #SemST,AGAINST
@ToddPuckett1 we discussed how Business calculates risk factors. Drew was attacking #SpaceX inferring life is at risk. I invoked #SemST,AGAINST
If being a mother's womb isn't safe I guess neither are churches; specifically black ones #WhoIsBurningBlackChurches #SemST,AGAINST
How Ohio is secretly as restrictive as Texas with their #antichoice laws #TRAPlaws #SemST,AGAINST
PRAYERS FOR BABIES Urgent prayer in Detroit MI ...two in San Diego CA&one in San Antonio  Life begins at conception  #SemST,AGAINST
#Florida AttorneyGeneralBondi files appeal after Judge grants ACLU request to temporarily halt new law requiring 24hr wait before #SemST,AGAINST
"Plenty of stem cells without baby smashing, by the way. #SemST",AGAINST
"So, sorry Bernie Sanders. There are a lot of people that won't get a chance to be people. I had that chance and would like to share #SemST",AGAINST
@HomunculusLoikm @SawyerAndrew @BryanBroome1 @jstines3 I don't think most women enjoy the experience. #SemST,AGAINST
@HomunculusLoikm @SawyerAndrew @BryanBroome1 @jstines3 Bad analogy. The current time frame for abortion is the best compromise  #SemST,AGAINST
@MI_IMMACULATA @GLORYtoGOD_143 @BenignoVito Very important to #PrayTheRosary to #PrayforthePersecutedChurch & to #SemST,AGAINST
"Your body belongs to you. It doesn't belong to the church, the state or an embryo. #SemST",AGAINST
" Mary, Help of Christians persecuted everywhere, pray for us!  #HolyLove #UnitedHearts #MaranathaSnS #profamily #1m1w #marriage #SemST",AGAINST
You will not #silence my message you will not mock my #God you will stop #killing my #generation.youth #SemST,AGAINST
"During an abortion, something alive must become dead to be considered a successful abortion...  #p2 #tcot #ChooseLife #Choice #SemST",AGAINST
@OnlineForLife thank you for the way you beautifully communicate the pro-life message. You all consistently blow me away. #SemST,AGAINST
"Yo if you decide to set yourself on fire cause gays are allowed to be married, that is 100% your choice and I am in support of it #SemST",NONE
@nice_euna Its not only safe but contrally to the ten commandments... Thy shall not kill #ItsNotonItsNotSafe #SemST,AGAINST
Parents have left their role to the teachers! Parents need to have skills to reach out to their own children it's important! #SemST,NONE
Peer pressure is real! Parents also need to get real! Lay the facts right on sex! To those who are misleading shame on u! #SemST,NONE
@nice_euna As much as they try the notion of ts the 21st century its killing a lot..... #SemST,AGAINST
"@LadySandersfarm love is only love if it's on her terms. Keep your faith in Jesus, He is your Anchor in this storm. Hebrews 6:19  #SemST",NONE
remember the gates of Hell will not prevail. #GayMarriage #SemST,NONE
@SenTedCruz Great job on @TODAYshow. #Scotus should have been eliminated 41 years ago when they called for the murder of children. #SemST,AGAINST
Another SCOTUS decision I do not agree with. It's time to do away with the death penalty all together. #SemST,NONE
@StevenWHawkins @AmnestyOnline & yet Amnesty advocates child murder! #SemST,AGAINST
"@AlietaEck ""Courage isn't living without fear.  Courage is being scared to death and doing the right thing anyway!""  #SemST",NONE
Roe v Wade prevented the biggest crime spree predicted in U.S. history. The guns were there; the criminals weren't. #gunsense #SemST,NONE
"@LifeNewsHQ I would consider this, to be dispersal of a chemical weapon, one that kills children. #SemST",AGAINST
".@ChadCottle From 1.4 million/yr to 1.1 million/yr. The ONLY way to make them decline to <5,000/yr is by making abortion criminal #SemST",AGAINST
Since 1973 the USA has killed (via abortion) over 5 times the number of ppl Hitler is considered responsible for killing #SemST,AGAINST
@PnkGlitterChemE @SayNoToSuicide4 Being #Gay is a #Choice Just like #SemST,NONE
"@NYCanegirl the premeditated taking of an innocent human life is 1st degree murder, and you know it. #SemST",AGAINST
U don't have to be a religious to be pro-life. All u have to believe is that every life is sacred #SemST,AGAINST
"I'm pro choice for if you want to kill living babies, go right ahead. #SemST",FAVOR
"Just remember, there is a living family out there just waiting to #adopt your aborted baby. #SemST",AGAINST
@forrest_grump Large parts of it were difficult to write so I can't imagine having to read the fucking thing. #SemST,NONE
Every human person - is a being of inestimable worth created in the image and likeness of God. -St. JPII #SemST,AGAINST
@WildChild69 @AnnieJMJ @binghamrk Jesus says to trust him in ALL things not to put trust in men or the world. #SemST,NONE
"If Doctors used guns to perform abortions, would liberals then be opposed? #2A #liberallogic #SemST",AGAINST
@SaculSacul @GVPrayerWarrior No guarantee she will be destroyed I trust God. #SemST,NONE
I don't hate LGBT but I disagree with same-sex marriage. #SacramentofMatrimonyisSacred #SemST,NONE
When Laws are passed by SCOTUS that defy a Gods laws it is always the children who suffer. God bless the children. #promarriage #SemST,AGAINST
"(3/3) So when @AUL tells you MLK was #prolife, they're lying. (Their gullible followers r likely just misinformed). #UniteBlue #SemST",NONE
RT @rob_mcarthur: @JustinTrudeau try joining the millions of slaughtered unborn CHILDREN robbed of their right to choose. #cdnpoli #SemST,AGAINST
RT @modernwerewolf: Why doesn't anyone congratulate me for NOT getting knocked up? Throw me a damn shower #ReproJustice #SemST,NONE
Time to make a change in my boxing style can u say @GGGBoxing style but still be great on my defense #beastmode #boxing #ximenez #SemST,NONE
We are surprised at #SCOTUS ruling on marriage? Isn't this the the same government agency that legalized murder? #SemST,AGAINST
Love Wins? No it didn't. Love won't truly win until there is an end to abortion. Unborn babies deserve love too. #SemST,AGAINST
"Pregnancy is not a crisis. It's a gift. Whether they be wanted by you or someone else, no child is unwanted. #ChooseLife #Adoption #SemST",AGAINST
@__HisKindaCrazy @_QueenTacoBell @thumperbunny88 Abortion is NOT illegal and I would never judge a woman for making that choice. #SemST,FAVOR
"@Andrea_provida Or another hypocrisy are  those who campaign for animal rights but are ""pro choice"" . #SemST",AGAINST
"@CoraSherlock @NORTHANNE @fdelond you Cora ignore that IRE export the 'problem',to UK @MarieStopes #itwontgoaway #repealthe8th #SemST",NONE
The Supreme Court justices are on fire this week #LoveWins #SemST,NONE
@davebachman34 @Clifford1462 @msnbc you know what massively reduces abortion? Sex education and access to birth control. #SemST,FAVOR
Just because it is legal doesn't make it God honoring #SameSexMarriage #180themovie #AudacityMovie #SemST,NONE
"Roberts, Scalia, Alito, Thomas.  Hereinafter, "" R-SCAT "". #SCOTUS #Equality #SemST",NONE
#BlackLivesMatter Protesters wd'rather spray paint #Confederate symbols than concern themselves w/ Millions of Black Lives Lost to #SemST,NONE
Coming from a female that was taken away the ability to have children. I still believe women should have the ability to choose. #SemST,FAVOR
"How can you be ""against abortion"" and also want to take away all the free birth control clinics for the poor? How? #SemST",FAVOR
"@StAlbertCIVC do you have influence on policy on how the info is presented as a whole, given that you are listed as a Partner. #SemST",NONE
At the Mass. State House again tomorrow for Planned Parenthood's Sexual Health Lobby Day #ReproductiveJustice #Feminism #SemST,FAVOR
EVERYONE has a right and choice of either HEAVEN or HELL. #ProMarriage #ProFaith #EternalLifeMatters #SemST,AGAINST
A woman who deliberately destroys a fetus is answerable for murder.-St. Basil the Great #SemST,AGAINST
Americans clearly support family planning. Cutting Title X is wrong #ProtectPrevention #savetitleX #SemST,FAVOR
#DonRients: people aren't just killed by guns.  9 people died and that's sad.  But how many die daily from #abortion? #SemST,AGAINST
ALSO what the fuck gives a man the right to tell a woman what to do with her body? If she wants to get an abortion so be it Texas. #SemST,FAVOR
@SenatorLankford just a reminder that you are awful in every way and do not represent me. #prolove #proeducation #prohealthcare #SemST,NONE
"@jacelarson He's not concerned about women's health, it's all about control. Stay outta my lady parts, Mr. Patrick! #SemST",FAVOR
"If the fetus isn't inside you, than shut up love #SemST",FAVOR
"Sweat, killed and cut up his victim, extreme deadbeat parents do the same to innocent babies by abortion, #scotusabortion #SemST",AGAINST
Bernadette Smyth is an ignorant thunder cunt.  Not her life. Not her body. Not her business.  #ItsABallOfCellsNotABaby  #NewsNI #SemST,FAVOR
